t_us,ptr,bytes,kind,tag,owner_func,owner_site
11630821827,0x796f21600000,176,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23
11630821832,0x796f1de00000,176,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23
11630821846,0x796f21600200,176,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 2)
11630821849,0x796f1de00200,176,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 2)
11630821858,0x796f21600400,48000,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 4)
11630821861,0x796f1de00400,48000,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 4)
11630821872,0x796f2160c000,24000,GPUArrayPinned,icp_state,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 6)
11630821875,0x796f1de0c000,24000,GPUArrayPinnedHost,icp_state:host,cuvslam::cuda::GPUICPTools::GPUICPTools,/cuvslam/libs/cuda_modules/icp_tools.cpp:23 (discriminator 6)
11630821916,0x796f21611e00,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59
11630821919,0x796f1de11e00,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59
11630821927,0x796f21612000,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 2)
11630821930,0x796f1de12000,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 2)
11630821940,0x796f21612200,4,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 4)
11630821943,0x796f1de12200,4,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 4)
11630821952,0x796f21612400,8,GPUArrayPinned,ba_linear_system,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 6)
11630821954,0x796f1de12400,8,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::sba::SchurComplementBundlerGpu::Impl::Impl,/cuvslam/libs/sba/schur_complement_bundler_gpu.cpp:59 (discriminator 6)
11630821976,0x796f21612600,108000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415
11630821979,0x796f1de12600,108000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415
11630825188,0x796f1e000000,4800000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 1)
11630825196,0x796f21800000,4800000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 1)
11630825208,0x796f2162cc00,1280,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 2)
11630825211,0x796f1de2cc00,1280,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:415 (discriminator 2)
11630825358,0x796f2162d200,2052,SBARig,ba_linear_system,cuvslam::cuda::sba::GPUBundleAdjustmentProblem::GPUBundleAdjustmentProblem,/cuvslam/libs/cuda_modules/sba.cpp:419
11630827574,0x796f1ea00000,2880000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:28
11630827579,0x796f1e600000,2880000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:28
11630831005,0x796f1f400000,5760000,GPUArrayPinned,ba_linear_system,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:29
11630831009,0x796f1ee00000,5760000,GPUArrayPinnedHost,ba_linear_system:host,cuvslam::cuda::sba::GPUModelFunction::GPUModelFunction,/cuvslam/libs/cuda_modules/sba.cpp:29
